49000,3ba319fc51029d58e16317bcefaeda1ee4de47b7
49000,80f6b04166abd331fe748b49d7b5f7971263e569
49000,334c0687fd55bdbce5baa376bed25569999aa8c5
49000,f280541ef7239a011d4eefc66d8aa574dec3d802
49000,f3bb466563ef6b19aac8b50c6719e2471b723b5b
49000,f3b8f071b44f9f7d7d34bfe9d28338f4273fda1d
49000,38ba2c5092eccc1adb071c326d53f76b1b427ac7
49000,27d0c9350573f56163aa62b928c6476c77c1733f
49000,9169f28d829433b155f3d774b1a8d6fc52cfbaf9
49000,71a46d24c305dc272797ab2da85a9e5a71c19cb0
49000,16cbd2d022d813091d6b5aef357fdadef919dee4
49000,c536809ae99ef5c46615dd0e39314f0ba094dd0e
49001,749fa3d3cedcf071efa315cad0ae9d9bcec47995
49001,37a6c22bbd226a3db823ef1fd7b3193ecf908c1a
49001,f6ea19e21619dd2aa31cbe90de6dfac860611f21
49001,0f99798b058dd241bd58981cc5ccb9931e442c10
49001,675340d53d28f7bd4ca14e93c5d27f5ea1522907
49001,ea157424954087eb19ef87d28ef8d91e0c0c609b
49001,7c1718a1d8c53d03158b49f628e80d7430a8185e
49001,9e8d9fd856757328a3da9ad61b76f708ddceefbf
49001,ac7976f24eb97f2698922d3e6953387d031e79d1
49001,93a093ac3afde96c27153f1d2e47a28696739df0
49001,4573bf4aefe6b037678e1200ffd6ea63a7276cca
49001,96a6faf1f0738fa4f8e88cbc90ac743956c93e0e
49001,285d1510c1e65cef2e04b49216b31bf237a5f1cd
49001,95196561f2ba1b5c1016b8ddeda9cf8fd4eca03a
49001,4753dbbe828b73a8f16e5e19b03015a60822bad5
49001,11a4cc8fa4e3e38ea31be3b02068439bca7e4028
49001,122478eed8da245b63c853dd1b89e28bd663bcf3
49001,b1f2858e448311bc7af51075a16e4f0bfca48ba2
49001,a591ee7bd7ad75361b7537a73135dd4c0cd8e03e
49001,54a000b736e5b1785e2c413085093f515cc51f18
49001,626d3b427692fb823b112cc39759721030fbdd51
